StartDate,StartHour,Direction,Count_Events,Median_Minutes,Bottom_10__Minutes,Top_10__Minutes
2021-03-28,9,Zimbabwe-SA,4,1693.5,971.2,1800.5
2021-03-28,10,Zimbabwe-SA,2,1246.5,1178.9,1314.1
2021-03-28,11,Zimbabwe-SA,2,565,560.2,569.8
2021-03-28,12,Zimbabwe-SA,4,1069.5,413.1,1318.5
2021-03-28,13,Zimbabwe-SA,2,1036.5,464.10000000000014,1608.9
2021-03-28,14,Zimbabwe-SA,3,585,198.59999999999997,1876.2
2021-03-28,15,Zimbabwe-SA,9,1493,834.2,3551.3999999999996
2021-03-28,16,Zimbabwe-SA,10,1126.5,886.2,2088
2021-03-28,17,Zimbabwe-SA,6,874,803,1581.5
2021-03-28,18,Zimbabwe-SA,1,530,530,530
2021-03-28,19,Zimbabwe-SA,3,873,716.2,3331.3999999999996
2021-03-28,20,Zimbabwe-SA,0,NA,NA,NA
2021-03-28,21,Zimbabwe-SA,0,NA,NA,NA
2021-03-28,22,Zimbabwe-SA,0,NA,NA,NA
2021-03-28,23,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,0,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,1,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,2,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,3,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,4,Zimbabwe-SA,1,316,316,316
2021-03-29,5,Zimbabwe-SA,3,668,461.6,676
2021-03-29,6,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,7,Zimbabwe-SA,1,375,375,375
2021-03-29,8,Zimbabwe-SA,3,529,508.2,591.4
2021-03-29,9,Zimbabwe-SA,1,1795,1795,1795
2021-03-29,10,Zimbabwe-SA,1,1079,1079,1079
2021-03-29,11,Zimbabwe-SA,1,1053,1053,1053
2021-03-29,12,Zimbabwe-SA,2,1300,1034.4,1565.6
2021-03-29,13,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,14,Zimbabwe-SA,6,980.5,208,1143.5
2021-03-29,15,Zimbabwe-SA,5,770,691.6,899.2
2021-03-29,16,Zimbabwe-SA,7,859,420.2,1840.6000000000008
2021-03-29,17,Zimbabwe-SA,5,903,673.6,1182.8
2021-03-29,18,Zimbabwe-SA,1,503,503,503
2021-03-29,19,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,20,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,21,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,22,Zimbabwe-SA,0,NA,NA,NA
2021-03-29,23,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,0,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,1,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,2,Zimbabwe-SA,1,442,442,442
2021-03-30,3,Zimbabwe-SA,1,300,300,300
2021-03-30,4,Zimbabwe-SA,1,336,336,336
2021-03-30,5,Zimbabwe-SA,3,220,213.6,343.2
2021-03-30,6,Zimbabwe-SA,4,343.5,164.8,1843.8000000000004
2021-03-30,7,Zimbabwe-SA,3,236,196.8,396
2021-03-30,8,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,9,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,10,Zimbabwe-SA,2,1459,487.8000000000002,2430.2
2021-03-30,11,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,12,Zimbabwe-SA,1,1190,1190,1190
2021-03-30,13,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,14,Zimbabwe-SA,6,1478,989,2155.5
2021-03-30,15,Zimbabwe-SA,3,649,299.4,692.2
2021-03-30,16,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,17,Zimbabwe-SA,5,1375,1020.2,2877.199999999999
2021-03-30,18,Zimbabwe-SA,4,1142,914.8,1519
2021-03-30,19,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,20,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,21,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,22,Zimbabwe-SA,0,NA,NA,NA
2021-03-30,23,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,0,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,1,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,2,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,3,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,4,Zimbabwe-SA,3,113,97,363.4
2021-03-31,5,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,6,Zimbabwe-SA,4,361.5,111.2,1327.2000000000005
2021-03-31,7,Zimbabwe-SA,5,1708,733.9999999999999,3021.6
2021-03-31,8,Zimbabwe-SA,2,1060.5,828.1,1292.9
2021-03-31,9,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,10,Zimbabwe-SA,1,1103,1103,1103
2021-03-31,11,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,12,Zimbabwe-SA,3,147,143,151
2021-03-31,13,Zimbabwe-SA,2,361,359.4,362.6
2021-03-31,14,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,15,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,16,Zimbabwe-SA,1,740,740,740
2021-03-31,17,Zimbabwe-SA,4,1322.5,946.8,1430.8
2021-03-31,18,Zimbabwe-SA,1,1656,1656,1656
2021-03-31,19,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,20,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,21,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,22,Zimbabwe-SA,0,NA,NA,NA
2021-03-31,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-01,0,Zimbabwe-SA,8,423.5,352,829.3999999999999
2021-04-01,1,Zimbabwe-SA,6,2393,1750,2585
2021-04-01,2,Zimbabwe-SA,1,858,858,858
2021-04-01,3,Zimbabwe-SA,5,1585,379.2,1995.7999999999995
2021-04-01,4,Zimbabwe-SA,2,1545.5,1543.5,1547.5
2021-04-01,5,Zimbabwe-SA,3,985,905,1308.1999999999998
2021-04-01,6,Zimbabwe-SA,2,1579.5,1073.5,2085.5
2021-04-01,7,Zimbabwe-SA,5,897,348.2,1991.2
2021-04-01,8,Zimbabwe-SA,2,1197,505.00000000000006,1889
2021-04-01,9,Zimbabwe-SA,3,745,742.6,745.8
2021-04-01,10,Zimbabwe-SA,2,2282,1359.6,3204.3999999999996
2021-04-01,11,Zimbabwe-SA,3,1801,645,2395.3999999999996
2021-04-01,12,Zimbabwe-SA,3,1022,902.8,2272.3999999999996
2021-04-01,13,Zimbabwe-SA,1,142,142,142
2021-04-01,14,Zimbabwe-SA,3,263,131,684.5999999999999
2021-04-01,15,Zimbabwe-SA,6,526,493,559.5
2021-04-01,16,Zimbabwe-SA,4,962,690.3,1254
2021-04-01,17,Zimbabwe-SA,6,485,375.5,776
2021-04-01,18,Zimbabwe-SA,2,696,640.8,751.2
2021-04-01,19,Zimbabwe-SA,2,482.5,481.3,483.7
2021-04-01,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-01,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-01,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-01,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-02,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-02,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-02,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-02,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-02,4,Zimbabwe-SA,1,283,283,283
2021-04-02,5,Zimbabwe-SA,5,173,112.8,773.9999999999999
2021-04-02,6,Zimbabwe-SA,4,452.5,239.5,793.6
2021-04-02,7,Zimbabwe-SA,2,863,501.4000000000001,1224.6
2021-04-02,8,Zimbabwe-SA,3,717,689.8,1391.4
2021-04-02,9,Zimbabwe-SA,4,296.5,290.3,938.3000000000002
2021-04-02,10,Zimbabwe-SA,3,280,256,879.9999999999999
2021-04-02,11,Zimbabwe-SA,3,392,291.2,524
2021-04-02,12,Zimbabwe-SA,2,1178,1165.2,1190.8
2021-04-02,13,Zimbabwe-SA,3,1264,360.7999999999999,3586.3999999999996
2021-04-02,14,Zimbabwe-SA,4,984,964.4,1156.2
2021-04-02,15,Zimbabwe-SA,7,944,187,4005.400000000001
2021-04-02,16,Zimbabwe-SA,13,683,323.40000000000003,1025.6
2021-04-02,17,Zimbabwe-SA,4,1111,706.7,1374.6
2021-04-02,18,Zimbabwe-SA,2,1230,306.8000000000002,2153.2
2021-04-02,19,Zimbabwe-SA,1,533,533,533
2021-04-02,20,Zimbabwe-SA,1,980,980,980
2021-04-02,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-02,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-02,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,4,Zimbabwe-SA,1,214,214,214
2021-04-03,5,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,6,Zimbabwe-SA,1,508,508,508
2021-04-03,7,Zimbabwe-SA,1,209,209,209
2021-04-03,8,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,9,Zimbabwe-SA,1,102,102,102
2021-04-03,10,Zimbabwe-SA,1,220,220,220
2021-04-03,11,Zimbabwe-SA,1,2738,2738,2738
2021-04-03,12,Zimbabwe-SA,5,363,329.8,922.1999999999996
2021-04-03,13,Zimbabwe-SA,1,203,203,203
2021-04-03,14,Zimbabwe-SA,2,471,289.40000000000003,652.5999999999999
2021-04-03,15,Zimbabwe-SA,22,469,180,943.9
2021-04-03,16,Zimbabwe-SA,5,747,542.4,5241.4
2021-04-03,17,Zimbabwe-SA,2,382,178.00000000000006,586
2021-04-03,18,Zimbabwe-SA,1,410,410,410
2021-04-03,19,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-03,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,5,Zimbabwe-SA,1,410,410,410
2021-04-04,6,Zimbabwe-SA,1,159,159,159
2021-04-04,7,Zimbabwe-SA,1,73,73,73
2021-04-04,8,Zimbabwe-SA,4,114,79.3,825.6000000000001
2021-04-04,9,Zimbabwe-SA,2,284,201.6,366.4
2021-04-04,10,Zimbabwe-SA,2,244.5,230.5,258.5
2021-04-04,11,Zimbabwe-SA,2,1738,491.60000000000025,2984.3999999999996
2021-04-04,12,Zimbabwe-SA,5,212,172.4,316.79999999999995
2021-04-04,13,Zimbabwe-SA,2,161,161,161
2021-04-04,14,Zimbabwe-SA,2,768.5,274.5000000000001,1262.5
2021-04-04,15,Zimbabwe-SA,6,508,183,1563
2021-04-04,16,Zimbabwe-SA,8,385.5,374.5,1122
2021-04-04,17,Zimbabwe-SA,3,315,171,484.6
2021-04-04,18,Zimbabwe-SA,2,1055,1009.4,1100.6
2021-04-04,19,Zimbabwe-SA,3,551,301.4,1135
2021-04-04,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-04,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,3,Zimbabwe-SA,1,132,132,132
2021-04-05,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,5,Zimbabwe-SA,3,334,143.6,5765.199999999999
2021-04-05,6,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,7,Zimbabwe-SA,6,457,352.5,701
2021-04-05,8,Zimbabwe-SA,2,1060.5,1032.1,1088.9
2021-04-05,9,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,10,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,11,Zimbabwe-SA,3,1739,512.5999999999999,1854.2
2021-04-05,12,Zimbabwe-SA,5,1499,1469.2,2722.6
2021-04-05,13,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,14,Zimbabwe-SA,7,299,107.4,361.4
2021-04-05,15,Zimbabwe-SA,1,953,953,953
2021-04-05,16,Zimbabwe-SA,2,798,295.60000000000014,1300.4
2021-04-05,17,Zimbabwe-SA,2,446,261.20000000000005,630.8
2021-04-05,18,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,19,Zimbabwe-SA,1,533,533,533
2021-04-05,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-05,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,1,Zimbabwe-SA,1,134,134,134
2021-04-06,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,5,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,6,Zimbabwe-SA,1,373,373,373
2021-04-06,7,Zimbabwe-SA,6,1209.5,1204.5,1216
2021-04-06,8,Zimbabwe-SA,2,150.5,92.50000000000001,208.5
2021-04-06,9,Zimbabwe-SA,5,160,145.4,452.2
2021-04-06,10,Zimbabwe-SA,1,155,155,155
2021-04-06,11,Zimbabwe-SA,2,307,297.4,316.6
2021-04-06,12,Zimbabwe-SA,2,366.5,363.7,369.3
2021-04-06,13,Zimbabwe-SA,1,347,347,347
2021-04-06,14,Zimbabwe-SA,3,649,629,881.8
2021-04-06,15,Zimbabwe-SA,5,647,313.4,1161.4
2021-04-06,16,Zimbabwe-SA,7,273,193.8,833
2021-04-06,17,Zimbabwe-SA,1,102,102,102
2021-04-06,18,Zimbabwe-SA,2,917.5,758.7,1076.3
2021-04-06,19,Zimbabwe-SA,1,651,651,651
2021-04-06,20,Zimbabwe-SA,1,733,733,733
2021-04-06,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-06,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,3,Zimbabwe-SA,1,82,82,82
2021-04-07,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,5,Zimbabwe-SA,1,1315,1315,1315
2021-04-07,6,Zimbabwe-SA,1,165,165,165
2021-04-07,7,Zimbabwe-SA,1,3305,3305,3305
2021-04-07,8,Zimbabwe-SA,1,1380,1380,1380
2021-04-07,9,Zimbabwe-SA,5,1139,300.4,1215
2021-04-07,10,Zimbabwe-SA,1,295,295,295
2021-04-07,11,Zimbabwe-SA,6,371,302.5,2215
2021-04-07,12,Zimbabwe-SA,5,410,322.59999999999997,1892.7999999999995
2021-04-07,13,Zimbabwe-SA,5,338,315.4,7886.999999999998
2021-04-07,14,Zimbabwe-SA,9,882,659.8,1181.1999999999991
2021-04-07,15,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,16,Zimbabwe-SA,5,3604,735.6,3637
2021-04-07,17,Zimbabwe-SA,5,478,437.4,541.6
2021-04-07,18,Zimbabwe-SA,1,492,492,492
2021-04-07,19,Zimbabwe-SA,2,792,648,936
2021-04-07,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-07,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,4,Zimbabwe-SA,2,500,280.00000000000006,720
2021-04-08,5,Zimbabwe-SA,2,244.5,244.1,244.9
2021-04-08,6,Zimbabwe-SA,6,304.5,208,332.5
2021-04-08,7,Zimbabwe-SA,8,903.5,173,1364.8
2021-04-08,8,Zimbabwe-SA,3,376,330.4,530.4
2021-04-08,9,Zimbabwe-SA,1,160,160,160
2021-04-08,10,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,11,Zimbabwe-SA,3,367,270.2,1181.4
2021-04-08,12,Zimbabwe-SA,4,593,393.1,1635.0000000000002
2021-04-08,13,Zimbabwe-SA,3,506,265.2,572.4
2021-04-08,14,Zimbabwe-SA,3,673,449,675.4
2021-04-08,15,Zimbabwe-SA,6,622,464,736.5
2021-04-08,16,Zimbabwe-SA,16,589.5,480.5,1233.5
2021-04-08,17,Zimbabwe-SA,3,549,501,1481.7999999999995
2021-04-08,18,Zimbabwe-SA,1,173,173,173
2021-04-08,19,Zimbabwe-SA,1,658,658,658
2021-04-08,20,Zimbabwe-SA,1,5391,5391,5391
2021-04-08,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-08,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,0,Zimbabwe-SA,1,285,285,285
2021-04-09,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,5,Zimbabwe-SA,3,629,595.4,647.4
2021-04-09,6,Zimbabwe-SA,2,750,279.60000000000014,1220.4
2021-04-09,7,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,8,Zimbabwe-SA,2,1392.5,384.9000000000002,2400.1
2021-04-09,9,Zimbabwe-SA,11,345,280,1362
2021-04-09,10,Zimbabwe-SA,3,1050,1046.8,1582.7999999999995
2021-04-09,11,Zimbabwe-SA,1,996,996,996
2021-04-09,12,Zimbabwe-SA,1,986,986,986
2021-04-09,13,Zimbabwe-SA,3,2393,2370.6,4120.2
2021-04-09,14,Zimbabwe-SA,1,221,221,221
2021-04-09,15,Zimbabwe-SA,7,1187,1010.8,2521.600000000001
2021-04-09,16,Zimbabwe-SA,10,709.5,361.7999999999999,1968.3999999999992
2021-04-09,17,Zimbabwe-SA,3,326,190.8,1399.5999999999997
2021-04-09,18,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,19,Zimbabwe-SA,2,297.5,142.70000000000005,452.2999999999999
2021-04-09,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-09,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,4,Zimbabwe-SA,2,102,92.4,111.6
2021-04-10,5,Zimbabwe-SA,3,762,339.59999999999997,1239.6
2021-04-10,6,Zimbabwe-SA,6,259,162.5,1012.5
2021-04-10,7,Zimbabwe-SA,4,1822.5,745.6,5322.1
2021-04-10,8,Zimbabwe-SA,3,1727,571.8,3135.7999999999997
2021-04-10,9,Zimbabwe-SA,3,376,372.8,409.6
2021-04-10,10,Zimbabwe-SA,3,331,286.2,2784.5999999999995
2021-04-10,11,Zimbabwe-SA,2,2172.5,1242.5000000000002,3102.5
2021-04-10,12,Zimbabwe-SA,4,5053,2337,5839.8
2021-04-10,13,Zimbabwe-SA,2,1629.5,1623.5,1635.5
2021-04-10,14,Zimbabwe-SA,2,2170,570.8000000000004,3769.2
2021-04-10,15,Zimbabwe-SA,5,723,674,4078.5999999999985
2021-04-10,16,Zimbabwe-SA,13,563,423.2,772
2021-04-10,17,Zimbabwe-SA,2,1586.5,814.9000000000002,2358.1
2021-04-10,18,Zimbabwe-SA,5,175,137.8,482.39999999999986
2021-04-10,19,Zimbabwe-SA,1,2657,2657,2657
2021-04-10,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-10,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,5,Zimbabwe-SA,2,111,92.60000000000002,129.4
2021-04-11,6,Zimbabwe-SA,13,608,459.6,1652.2000000000007
2021-04-11,7,Zimbabwe-SA,1,136,136,136
2021-04-11,8,Zimbabwe-SA,1,1160,1160,1160
2021-04-11,9,Zimbabwe-SA,6,1056.5,730.5,1598.5
2021-04-11,10,Zimbabwe-SA,3,2496,2494.4,2496
2021-04-11,11,Zimbabwe-SA,1,1371,1371,1371
2021-04-11,12,Zimbabwe-SA,2,616,517.6,714.4
2021-04-11,13,Zimbabwe-SA,9,605,460,1338.8
2021-04-11,14,Zimbabwe-SA,2,190.5,181.3,199.7
2021-04-11,15,Zimbabwe-SA,7,577,486.6,1213.6
2021-04-11,16,Zimbabwe-SA,11,615,530,646
2021-04-11,17,Zimbabwe-SA,2,652,644,660
2021-04-11,18,Zimbabwe-SA,2,487.5,268.70000000000005,706.3
2021-04-11,19,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-11,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,3,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,4,Zimbabwe-SA,3,312,248.8,331.2
2021-04-12,5,Zimbabwe-SA,1,194,194,194
2021-04-12,6,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,7,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,8,Zimbabwe-SA,1,407,407,407
2021-04-12,9,Zimbabwe-SA,7,471,346.6,2168.6
2021-04-12,10,Zimbabwe-SA,1,1059,1059,1059
2021-04-12,11,Zimbabwe-SA,2,217,212.2,221.8
2021-04-12,12,Zimbabwe-SA,3,682,673.2,682.8
2021-04-12,13,Zimbabwe-SA,4,226,200.3,5124.4000000000015
2021-04-12,14,Zimbabwe-SA,3,824,633.6,877.6
2021-04-12,15,Zimbabwe-SA,6,912.5,623.5,959
2021-04-12,16,Zimbabwe-SA,5,778,613.8,3329.1999999999985
2021-04-12,17,Zimbabwe-SA,3,509,340.2,513.8
2021-04-12,18,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,19,Zimbabwe-SA,1,754,754,754
2021-04-12,20,Zimbabwe-SA,3,649,643.4,649
2021-04-12,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-12,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,3,Zimbabwe-SA,1,133,133,133
2021-04-13,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,5,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,6,Zimbabwe-SA,1,291,291,291
2021-04-13,7,Zimbabwe-SA,1,332,332,332
2021-04-13,8,Zimbabwe-SA,5,1241,479.6,1242.8
2021-04-13,9,Zimbabwe-SA,2,412.5,397.7,427.3
2021-04-13,10,Zimbabwe-SA,1,84,84,84
2021-04-13,11,Zimbabwe-SA,4,523,469.3,1276.7000000000005
2021-04-13,12,Zimbabwe-SA,1,2868,2868,2868
2021-04-13,13,Zimbabwe-SA,5,1524,857.4,1536.2
2021-04-13,14,Zimbabwe-SA,6,484.5,206.5,711.5
2021-04-13,15,Zimbabwe-SA,2,229,203.4,254.6
2021-04-13,16,Zimbabwe-SA,3,707,706.2,1150.1999999999998
2021-04-13,17,Zimbabwe-SA,5,601,413,677.1999999999999
2021-04-13,18,Zimbabwe-SA,1,545,545,545
2021-04-13,19,Zimbabwe-SA,1,689,689,689
2021-04-13,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-13,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-14,0,Zimbabwe-SA,0,NA,NA,NA
2021-04-14,1,Zimbabwe-SA,1,248,248,248
2021-04-14,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-14,3,Zimbabwe-SA,2,78,75.6,80.4
2021-04-14,4,Zimbabwe-SA,3,277,194.6,284.2
2021-04-14,5,Zimbabwe-SA,1,438,438,438
2021-04-14,6,Zimbabwe-SA,13,378,231,1002
2021-04-14,7,Zimbabwe-SA,9,1391,1162,2726.2
2021-04-14,8,Zimbabwe-SA,2,708,242.4000000000001,1173.6
2021-04-14,9,Zimbabwe-SA,2,248.5,121.70000000000005,375.2999999999999
2021-04-14,10,Zimbabwe-SA,2,287,275,299
2021-04-14,11,Zimbabwe-SA,1,915,915,915
2021-04-14,12,Zimbabwe-SA,1,1100,1100,1100
2021-04-14,13,Zimbabwe-SA,0,NA,NA,NA
2021-04-14,14,Zimbabwe-SA,3,743,738.2,958.2
2021-04-14,15,Zimbabwe-SA,2,1003,698.2,1307.8
2021-04-14,16,Zimbabwe-SA,2,762.5,665.3000000000001,859.7
2021-04-14,17,Zimbabwe-SA,5,1202,709,1309.2
2021-04-14,18,Zimbabwe-SA,1,2052,2052,2052
2021-04-14,19,Zimbabwe-SA,2,1152,1149.6,1154.4
2021-04-14,20,Zimbabwe-SA,0,NA,NA,NA
2021-04-14,21,Zimbabwe-SA,0,NA,NA,NA
2021-04-14,22,Zimbabwe-SA,0,NA,NA,NA
2021-04-14,23,Zimbabwe-SA,0,NA,NA,NA
2021-04-15,0,Zimbabwe-SA,1,798,798,798
2021-04-15,1,Zimbabwe-SA,0,NA,NA,NA
2021-04-15,2,Zimbabwe-SA,0,NA,NA,NA
2021-04-15,3,Zimbabwe-SA,1,210,210,210
2021-04-15,4,Zimbabwe-SA,0,NA,NA,NA
2021-04-15,5,Zimbabwe-SA,4,353,218.7,2136.5000000000005
2021-04-15,6,Zimbabwe-SA,4,678.5,621.7,2138.1000000000004
2021-04-15,7,Zimbabwe-SA,3,337,271.4,383.4
2021-04-15,8,Zimbabwe-SA,1,469,469,469
2021-04-15,9,Zimbabwe-SA,0,NA,NA,NA
2021-04-15,10,Zimbabwe-SA,2,286.5,222.9,350.1
2021-04-15,11,Zimbabwe-SA,3,1881,1193,1883.4
