StartDate,StartHour,Direction,Count_Events,Median_Minutes,Bottom_10__Minutes,Top_10__Minutes
2018-01-01,0,Zimbabwe-SA,9,5467,3277.2,5900.999999999999
2018-01-01,1,Zimbabwe-SA,2,135.5,125.5,145.5
2018-01-01,2,Zimbabwe-SA,0,NA,NA,NA
2018-01-01,3,Zimbabwe-SA,2,2385.5,578.7000000000004,4192.299999999999
2018-01-01,4,Zimbabwe-SA,1,2770,2770,2770
2018-01-01,5,Zimbabwe-SA,2,1342,458.8000000000002,2225.2
2018-01-01,6,Zimbabwe-SA,1,146,146,146
2018-01-01,7,Zimbabwe-SA,1,114,114,114
2018-01-01,8,Zimbabwe-SA,3,133,95.4,212.2
2018-01-01,9,Zimbabwe-SA,3,1260,337.5999999999999,2536
2018-01-01,10,Zimbabwe-SA,0,NA,NA,NA
2018-01-01,11,Zimbabwe-SA,4,175.5,146.9,849.5000000000001
2018-01-01,12,Zimbabwe-SA,8,2619,958.7000000000002,5260.5999999999995
2018-01-01,13,Zimbabwe-SA,2,100.5,83.30000000000001,117.7
2018-01-01,14,Zimbabwe-SA,10,883.5,221.7,4870.399999999999
2018-01-01,15,Zimbabwe-SA,2,134.5,134.1,134.9
2018-01-01,16,Zimbabwe-SA,1,622,622,622
2018-01-01,17,Zimbabwe-SA,0,NA,NA,NA
2018-01-01,18,Zimbabwe-SA,3,246,235.6,270.8
2018-01-01,19,Zimbabwe-SA,0,NA,NA,NA
2018-01-01,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-01,21,Zimbabwe-SA,1,10060,10060,10060
2018-01-01,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-01,23,Zimbabwe-SA,1,154,154,154
2018-01-02,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-02,1,Zimbabwe-SA,4,128,99.3,207.1
2018-01-02,2,Zimbabwe-SA,1,240,240,240
2018-01-02,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-02,4,Zimbabwe-SA,3,448,429.6,456
2018-01-02,5,Zimbabwe-SA,8,508,290.70000000000005,733.6
2018-01-02,6,Zimbabwe-SA,5,388,138.79999999999998,5822.7999999999965
2018-01-02,7,Zimbabwe-SA,3,386,312.4,514.8
2018-01-02,8,Zimbabwe-SA,3,248,213.6,249.6
2018-01-02,9,Zimbabwe-SA,3,1819,1740.6,4404.5999999999995
2018-01-02,10,Zimbabwe-SA,5,256,90.4,1320.1999999999994
2018-01-02,11,Zimbabwe-SA,5,1750,1645,9384.6
2018-01-02,12,Zimbabwe-SA,1,109,109,109
2018-01-02,13,Zimbabwe-SA,19,542,336,4501.4
2018-01-02,14,Zimbabwe-SA,10,1476,273,3276.2999999999993
2018-01-02,15,Zimbabwe-SA,5,222,189.6,1714.1999999999996
2018-01-02,16,Zimbabwe-SA,1,193,193,193
2018-01-02,17,Zimbabwe-SA,2,1905,601.0000000000002,3208.9999999999995
2018-01-02,18,Zimbabwe-SA,5,698,248.4,1949
2018-01-02,19,Zimbabwe-SA,1,292,292,292
2018-01-02,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-02,21,Zimbabwe-SA,1,3893,3893,3893
2018-01-02,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-02,23,Zimbabwe-SA,3,317,213,478.6
2018-01-03,0,Zimbabwe-SA,2,533.5,411.5,655.5
2018-01-03,1,Zimbabwe-SA,1,183,183,183
2018-01-03,2,Zimbabwe-SA,1,166,166,166
2018-01-03,3,Zimbabwe-SA,2,262,247.6,276.4
2018-01-03,4,Zimbabwe-SA,1,134,134,134
2018-01-03,5,Zimbabwe-SA,2,164.5,162.5,166.5
2018-01-03,6,Zimbabwe-SA,3,389,282.6,1111.4
2018-01-03,7,Zimbabwe-SA,10,482,246.1,1542.6
2018-01-03,8,Zimbabwe-SA,4,1538.5,633.4000000000001,1545.5
2018-01-03,9,Zimbabwe-SA,5,158,109,3857.199999999998
2018-01-03,10,Zimbabwe-SA,1,1010,1010,1010
2018-01-03,11,Zimbabwe-SA,9,431,242,998.6
2018-01-03,12,Zimbabwe-SA,2,223,207,239
2018-01-03,13,Zimbabwe-SA,11,556,279,1782
2018-01-03,14,Zimbabwe-SA,11,411,265,1701
2018-01-03,15,Zimbabwe-SA,5,2143,941.3999999999999,2169.8
2018-01-03,16,Zimbabwe-SA,3,696,574.4,1840.7999999999995
2018-01-03,17,Zimbabwe-SA,4,227.5,190.1,486.80000000000007
2018-01-03,18,Zimbabwe-SA,3,264,150.4,620
2018-01-03,19,Zimbabwe-SA,4,587,379.8,2221.5000000000005
2018-01-03,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-03,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-03,22,Zimbabwe-SA,2,281,222.6,339.4
2018-01-03,23,Zimbabwe-SA,1,411,411,411
2018-01-04,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-04,1,Zimbabwe-SA,2,396,395.2,396.8
2018-01-04,2,Zimbabwe-SA,2,276.5,129.70000000000005,423.2999999999999
2018-01-04,3,Zimbabwe-SA,2,421,411.4,430.6
2018-01-04,4,Zimbabwe-SA,0,NA,NA,NA
2018-01-04,5,Zimbabwe-SA,3,124,92.8,127.2
2018-01-04,6,Zimbabwe-SA,2,349,141.80000000000004,556.1999999999999
2018-01-04,7,Zimbabwe-SA,2,1177,434.60000000000014,1919.4
2018-01-04,8,Zimbabwe-SA,2,1942.5,1427.7,2457.3
2018-01-04,9,Zimbabwe-SA,1,2937,2937,2937
2018-01-04,10,Zimbabwe-SA,0,NA,NA,NA
2018-01-04,11,Zimbabwe-SA,4,951.5,262.6,1823.8
2018-01-04,12,Zimbabwe-SA,6,242.5,144,2428
2018-01-04,13,Zimbabwe-SA,8,1582.5,595.7,2294.7999999999997
2018-01-04,14,Zimbabwe-SA,10,1562.5,352.2,4365.999999999999
2018-01-04,15,Zimbabwe-SA,6,532,218,1823
2018-01-04,16,Zimbabwe-SA,2,3088,821.6000000000005,5354.4
2018-01-04,17,Zimbabwe-SA,1,898,898,898
2018-01-04,18,Zimbabwe-SA,4,366,185.2,413.1
2018-01-04,19,Zimbabwe-SA,0,NA,NA,NA
2018-01-04,20,Zimbabwe-SA,2,3050,1328.4000000000003,4771.5999999999995
2018-01-04,21,Zimbabwe-SA,1,422,422,422
2018-01-04,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-04,23,Zimbabwe-SA,0,NA,NA,NA
2018-01-05,0,Zimbabwe-SA,1,420,420,420
2018-01-05,1,Zimbabwe-SA,2,417,409,425
2018-01-05,2,Zimbabwe-SA,2,392.5,388.9,396.1
2018-01-05,3,Zimbabwe-SA,1,195,195,195
2018-01-05,4,Zimbabwe-SA,4,382,234.3,661.3000000000001
2018-01-05,5,Zimbabwe-SA,1,183,183,183
2018-01-05,6,Zimbabwe-SA,1,242,242,242
2018-01-05,7,Zimbabwe-SA,4,1418,870.2,1645.9
2018-01-05,8,Zimbabwe-SA,3,5049,3516.2,5872.2
2018-01-05,9,Zimbabwe-SA,1,136,136,136
2018-01-05,10,Zimbabwe-SA,4,1040.5,1037.9,2137.9000000000005
2018-01-05,11,Zimbabwe-SA,1,127,127,127
2018-01-05,12,Zimbabwe-SA,1,106,106,106
2018-01-05,13,Zimbabwe-SA,10,362,304.6,1295.2999999999995
2018-01-05,14,Zimbabwe-SA,6,203,132.5,9732
2018-01-05,15,Zimbabwe-SA,6,939.5,394.5,1061.5
2018-01-05,16,Zimbabwe-SA,9,1138,699.6,2260.599999999997
2018-01-05,17,Zimbabwe-SA,2,931,819.8,1042.2
2018-01-05,18,Zimbabwe-SA,7,502,315,1343.4
2018-01-05,19,Zimbabwe-SA,1,330,330,330
2018-01-05,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-05,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-05,22,Zimbabwe-SA,2,285,193.00000000000003,377
2018-01-05,23,Zimbabwe-SA,1,739,739,739
2018-01-06,0,Zimbabwe-SA,1,553,553,553
2018-01-06,1,Zimbabwe-SA,2,589,565,613
2018-01-06,2,Zimbabwe-SA,2,559,522.2,595.8
2018-01-06,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-06,4,Zimbabwe-SA,2,3052,2108.8,3995.2
2018-01-06,5,Zimbabwe-SA,4,1217.5,395.7000000000001,3478.5000000000005
2018-01-06,6,Zimbabwe-SA,2,2184,1147.2000000000005,3220.7999999999997
2018-01-06,7,Zimbabwe-SA,5,274,248.4,777.9999999999999
2018-01-06,8,Zimbabwe-SA,5,396,174,2222.999999999999
2018-01-06,9,Zimbabwe-SA,3,1117,381.7999999999999,1118.6
2018-01-06,10,Zimbabwe-SA,4,1123.5,1117.4,1124.7
2018-01-06,11,Zimbabwe-SA,1,301,301,301
2018-01-06,12,Zimbabwe-SA,0,NA,NA,NA
2018-01-06,13,Zimbabwe-SA,14,1489.5,1313.6,1776
2018-01-06,14,Zimbabwe-SA,12,1573.5,215.40000000000003,2777.2000000000003
2018-01-06,15,Zimbabwe-SA,3,874,236.4,1514.7999999999995
2018-01-06,16,Zimbabwe-SA,2,1347,1211,1483
2018-01-06,17,Zimbabwe-SA,1,452,452,452
2018-01-06,18,Zimbabwe-SA,3,998,602.8,2637.9999999999995
2018-01-06,19,Zimbabwe-SA,3,753,585.8,826.6
2018-01-06,20,Zimbabwe-SA,7,791,466,833.4
2018-01-06,21,Zimbabwe-SA,3,705,679.4,721
2018-01-06,22,Zimbabwe-SA,2,664.5,662.5,666.5
2018-01-06,23,Zimbabwe-SA,1,699,699,699
2018-01-07,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-07,1,Zimbabwe-SA,2,614,581.2,646.8
2018-01-07,2,Zimbabwe-SA,1,387,387,387
2018-01-07,3,Zimbabwe-SA,2,2129,921.0000000000001,3336.9999999999995
2018-01-07,4,Zimbabwe-SA,7,740,617.6,1345.2000000000005
2018-01-07,5,Zimbabwe-SA,5,3459,525.6,5892.5999999999985
2018-01-07,6,Zimbabwe-SA,9,644,342.4,2188.999999999998
2018-01-07,7,Zimbabwe-SA,10,344,275.9,1586.1
2018-01-07,8,Zimbabwe-SA,9,322,283,443.6
2018-01-07,9,Zimbabwe-SA,3,337,331.4,340.2
2018-01-07,10,Zimbabwe-SA,1,468,468,468
2018-01-07,11,Zimbabwe-SA,1,135,135,135
2018-01-07,12,Zimbabwe-SA,1,176,176,176
2018-01-07,13,Zimbabwe-SA,4,572.5,270.8,858.1
2018-01-07,14,Zimbabwe-SA,6,1304,951.5,1470.5
2018-01-07,15,Zimbabwe-SA,1,1109,1109,1109
2018-01-07,16,Zimbabwe-SA,0,NA,NA,NA
2018-01-07,17,Zimbabwe-SA,3,1258,442.7999999999999,2214.7999999999997
2018-01-07,18,Zimbabwe-SA,3,3474,959.5999999999998,3474.8
2018-01-07,19,Zimbabwe-SA,2,320,251.2,388.7999999999999
2018-01-07,20,Zimbabwe-SA,1,831,831,831
2018-01-07,21,Zimbabwe-SA,1,3214,3214,3214
2018-01-07,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-07,23,Zimbabwe-SA,0,NA,NA,NA
2018-01-08,0,Zimbabwe-SA,2,375,366.2,383.8
2018-01-08,1,Zimbabwe-SA,0,NA,NA,NA
2018-01-08,2,Zimbabwe-SA,1,289,289,289
2018-01-08,3,Zimbabwe-SA,3,266,266,287.6
2018-01-08,4,Zimbabwe-SA,0,NA,NA,NA
2018-01-08,5,Zimbabwe-SA,1,488,488,488
2018-01-08,6,Zimbabwe-SA,11,631,354,1424
2018-01-08,7,Zimbabwe-SA,0,NA,NA,NA
2018-01-08,8,Zimbabwe-SA,8,1115,539.6,2607
2018-01-08,9,Zimbabwe-SA,3,479,312.6,543
2018-01-08,10,Zimbabwe-SA,1,727,727,727
2018-01-08,11,Zimbabwe-SA,4,1202.5,1094.4,1350.5
2018-01-08,12,Zimbabwe-SA,3,2330,1565.2,2361.2
2018-01-08,13,Zimbabwe-SA,1,242,242,242
2018-01-08,14,Zimbabwe-SA,3,2442,2440.4,2442.8
2018-01-08,15,Zimbabwe-SA,6,615.5,370.5,1561
2018-01-08,16,Zimbabwe-SA,0,NA,NA,NA
2018-01-08,17,Zimbabwe-SA,1,2319,2319,2319
2018-01-08,18,Zimbabwe-SA,2,188,101.60000000000002,274.4
2018-01-08,19,Zimbabwe-SA,2,810.5,426.9000000000001,1194.1
2018-01-08,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-08,21,Zimbabwe-SA,1,607,607,607
2018-01-08,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-08,23,Zimbabwe-SA,0,NA,NA,NA
2018-01-09,0,Zimbabwe-SA,1,207,207,207
2018-01-09,1,Zimbabwe-SA,1,183,183,183
2018-01-09,2,Zimbabwe-SA,2,227.5,216.7,238.3
2018-01-09,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-09,4,Zimbabwe-SA,6,481,291.5,482.5
2018-01-09,5,Zimbabwe-SA,3,371,368.6,453.4
2018-01-09,6,Zimbabwe-SA,3,234,167.6,310.79999999999995
2018-01-09,7,Zimbabwe-SA,2,239,206.2,271.8
2018-01-09,8,Zimbabwe-SA,0,NA,NA,NA
2018-01-09,9,Zimbabwe-SA,5,411,154.79999999999998,428.6
2018-01-09,10,Zimbabwe-SA,3,414,277.2,421.2
2018-01-09,11,Zimbabwe-SA,5,483,415.2,968.4
2018-01-09,12,Zimbabwe-SA,0,NA,NA,NA
2018-01-09,13,Zimbabwe-SA,14,427.5,364.5,497.1
2018-01-09,14,Zimbabwe-SA,3,829,828.2,829.8
2018-01-09,15,Zimbabwe-SA,3,971,958.2,3710.999999999999
2018-01-09,16,Zimbabwe-SA,1,843,843,843
2018-01-09,17,Zimbabwe-SA,3,836,406.4,2117.5999999999995
2018-01-09,18,Zimbabwe-SA,5,888,216.4,895.6
2018-01-09,19,Zimbabwe-SA,1,313,313,313
2018-01-09,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-09,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-09,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-09,23,Zimbabwe-SA,1,197,197,197
2018-01-10,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,1,Zimbabwe-SA,1,175,175,175
2018-01-10,2,Zimbabwe-SA,2,124,83.20000000000002,164.8
2018-01-10,3,Zimbabwe-SA,1,211,211,211
2018-01-10,4,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,5,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,6,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,7,Zimbabwe-SA,3,293,273.8,1076.1999999999998
2018-01-10,8,Zimbabwe-SA,2,157,118.6,195.4
2018-01-10,9,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,10,Zimbabwe-SA,3,1024,320,1025.6
2018-01-10,11,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,12,Zimbabwe-SA,2,192.5,176.1,208.9
2018-01-10,13,Zimbabwe-SA,19,319,169,476.99999999999966
2018-01-10,14,Zimbabwe-SA,10,296.5,228.2,816
2018-01-10,15,Zimbabwe-SA,4,221,190.8,564.8000000000001
2018-01-10,16,Zimbabwe-SA,2,574,256.4000000000001,891.5999999999998
2018-01-10,17,Zimbabwe-SA,2,2364,2357.6,2370.4
2018-01-10,18,Zimbabwe-SA,6,217,118,335.5
2018-01-10,19,Zimbabwe-SA,2,506,194.80000000000007,817.2
2018-01-10,20,Zimbabwe-SA,2,732,730.4,733.6
2018-01-10,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-10,23,Zimbabwe-SA,1,320,320,320
2018-01-11,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-11,1,Zimbabwe-SA,1,310,310,310
2018-01-11,2,Zimbabwe-SA,1,261,261,261
2018-01-11,3,Zimbabwe-SA,3,454,334,530
2018-01-11,4,Zimbabwe-SA,0,NA,NA,NA
2018-01-11,5,Zimbabwe-SA,2,242.5,200.5,284.5
2018-01-11,6,Zimbabwe-SA,0,NA,NA,NA
2018-01-11,7,Zimbabwe-SA,3,1175,447.7999999999999,2231
2018-01-11,8,Zimbabwe-SA,7,1085,165.2,1515.8
2018-01-11,9,Zimbabwe-SA,3,417,296.2,452.2
2018-01-11,10,Zimbabwe-SA,1,135,135,135
2018-01-11,11,Zimbabwe-SA,1,103,103,103
2018-01-11,12,Zimbabwe-SA,3,1213,1211.4,1485.8
2018-01-11,13,Zimbabwe-SA,6,226.5,146,913.5
2018-01-11,14,Zimbabwe-SA,7,244,145.2,1101.4
2018-01-11,15,Zimbabwe-SA,6,303,276,310
2018-01-11,16,Zimbabwe-SA,4,1381.5,593.7,1423.1
2018-01-11,17,Zimbabwe-SA,6,1009.5,986.5,1147
2018-01-11,18,Zimbabwe-SA,2,542,381.2000000000001,702.8
2018-01-11,19,Zimbabwe-SA,1,252,252,252
2018-01-11,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-11,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-11,22,Zimbabwe-SA,1,118,118,118
2018-01-11,23,Zimbabwe-SA,2,346,301.2,390.7999999999999
2018-01-12,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-12,1,Zimbabwe-SA,2,351.5,303.90000000000003,399.1
2018-01-12,2,Zimbabwe-SA,4,232.5,215.4,307.70000000000005
2018-01-12,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-12,4,Zimbabwe-SA,1,270,270,270
2018-01-12,5,Zimbabwe-SA,6,256,82.5,426
2018-01-12,6,Zimbabwe-SA,5,257,158.8,1225
2018-01-12,7,Zimbabwe-SA,0,NA,NA,NA
2018-01-12,8,Zimbabwe-SA,0,NA,NA,NA
2018-01-12,9,Zimbabwe-SA,0,NA,NA,NA
2018-01-12,10,Zimbabwe-SA,2,268,180.00000000000003,356
2018-01-12,11,Zimbabwe-SA,4,3817.5,1292.5000000000002,3823.9
2018-01-12,12,Zimbabwe-SA,3,253,215.4,1179.3999999999996
2018-01-12,13,Zimbabwe-SA,7,277,152.2,364
2018-01-12,14,Zimbabwe-SA,8,289,121,462.5999999999999
2018-01-12,15,Zimbabwe-SA,4,231,188.5,270
2018-01-12,16,Zimbabwe-SA,1,310,310,310
2018-01-12,17,Zimbabwe-SA,2,611,367.00000000000006,855
2018-01-12,18,Zimbabwe-SA,2,243,212.6,273.4
2018-01-12,19,Zimbabwe-SA,4,543,275.3,945.8
2018-01-12,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-12,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-12,22,Zimbabwe-SA,1,515,515,515
2018-01-12,23,Zimbabwe-SA,1,441,441,441
2018-01-13,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-13,1,Zimbabwe-SA,1,359,359,359
2018-01-13,2,Zimbabwe-SA,0,NA,NA,NA
2018-01-13,3,Zimbabwe-SA,3,362,154,375.6
2018-01-13,4,Zimbabwe-SA,7,413,282,434.6
2018-01-13,5,Zimbabwe-SA,2,373.5,351.5,395.5
2018-01-13,6,Zimbabwe-SA,2,698.5,243.7000000000001,1153.3
2018-01-13,7,Zimbabwe-SA,6,110.5,72.5,382
2018-01-13,8,Zimbabwe-SA,0,NA,NA,NA
2018-01-13,9,Zimbabwe-SA,3,142,134.8,253.99999999999997
2018-01-13,10,Zimbabwe-SA,2,667,276.6000000000001,1057.4
2018-01-13,11,Zimbabwe-SA,0,NA,NA,NA
2018-01-13,12,Zimbabwe-SA,3,843,315.79999999999995,17488.599999999995
2018-01-13,13,Zimbabwe-SA,7,244,171.2,292
2018-01-13,14,Zimbabwe-SA,2,444,207.20000000000005,680.8
2018-01-13,15,Zimbabwe-SA,1,177,177,177
2018-01-13,16,Zimbabwe-SA,1,97,97,97
2018-01-13,17,Zimbabwe-SA,4,1073,634.8000000000001,1168.2
2018-01-13,18,Zimbabwe-SA,3,440,406.4,664.8
2018-01-13,19,Zimbabwe-SA,1,1039,1039,1039
2018-01-13,20,Zimbabwe-SA,1,815,815,815
2018-01-13,21,Zimbabwe-SA,1,544,544,544
2018-01-13,22,Zimbabwe-SA,1,816,816,816
2018-01-13,23,Zimbabwe-SA,2,1309.5,637.1000000000001,1981.9
2018-01-14,0,Zimbabwe-SA,1,375,375,375
2018-01-14,1,Zimbabwe-SA,1,386,386,386
2018-01-14,2,Zimbabwe-SA,1,355,355,355
2018-01-14,3,Zimbabwe-SA,1,320,320,320
2018-01-14,4,Zimbabwe-SA,2,198,106.8,289.2
2018-01-14,5,Zimbabwe-SA,2,225,194.6,255.4
2018-01-14,6,Zimbabwe-SA,0,NA,NA,NA
2018-01-14,7,Zimbabwe-SA,1,146,146,146
2018-01-14,8,Zimbabwe-SA,4,344,328.7,356.5
2018-01-14,9,Zimbabwe-SA,0,NA,NA,NA
2018-01-14,10,Zimbabwe-SA,2,338,277.2,398.7999999999999
2018-01-14,11,Zimbabwe-SA,7,171,94.8,323.20000000000005
2018-01-14,12,Zimbabwe-SA,1,206,206,206
2018-01-14,13,Zimbabwe-SA,1,112,112,112
2018-01-14,14,Zimbabwe-SA,7,393,195.4,1555.6
2018-01-14,15,Zimbabwe-SA,10,277.5,169.6,383.39999999999975
2018-01-14,16,Zimbabwe-SA,2,852,332.8000000000001,1371.1999999999998
2018-01-14,17,Zimbabwe-SA,4,519,197.7,1977.8
2018-01-14,18,Zimbabwe-SA,3,221,158.6,696.1999999999998
2018-01-14,19,Zimbabwe-SA,2,152.5,139.3,165.7
2018-01-14,20,Zimbabwe-SA,2,127,123,131
2018-01-14,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-14,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-14,23,Zimbabwe-SA,2,556.5,282.50000000000006,830.4999999999999
2018-01-15,0,Zimbabwe-SA,1,262,262,262
2018-01-15,1,Zimbabwe-SA,1,300,300,300
2018-01-15,2,Zimbabwe-SA,3,282,248.4,286
2018-01-15,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-15,4,Zimbabwe-SA,0,NA,NA,NA
2018-01-15,5,Zimbabwe-SA,3,412,398.4,412.8
2018-01-15,6,Zimbabwe-SA,4,210.5,106.1,247
2018-01-15,7,Zimbabwe-SA,3,466,365.2,518.8
2018-01-15,8,Zimbabwe-SA,1,306,306,306
2018-01-15,9,Zimbabwe-SA,3,379,192.6,517.4
2018-01-15,10,Zimbabwe-SA,6,1125,1123.5,1125.5
2018-01-15,11,Zimbabwe-SA,0,NA,NA,NA
2018-01-15,12,Zimbabwe-SA,0,NA,NA,NA
2018-01-15,13,Zimbabwe-SA,1,152,152,152
2018-01-15,14,Zimbabwe-SA,3,338,317.2,358
2018-01-15,15,Zimbabwe-SA,2,244.5,208.1,280.9
2018-01-15,16,Zimbabwe-SA,5,632,144,672.1999999999999
2018-01-15,17,Zimbabwe-SA,3,658,355.59999999999997,703.6
2018-01-15,18,Zimbabwe-SA,1,251,251,251
2018-01-15,19,Zimbabwe-SA,1,181,181,181
2018-01-15,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-15,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-15,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-15,23,Zimbabwe-SA,1,227,227,227
2018-01-16,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-16,1,Zimbabwe-SA,1,150,150,150
2018-01-16,2,Zimbabwe-SA,2,225,213,237
2018-01-16,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-16,4,Zimbabwe-SA,2,195,191.8,198.2
2018-01-16,5,Zimbabwe-SA,1,48,48,48
2018-01-16,6,Zimbabwe-SA,11,2696,2692,2703
2018-01-16,7,Zimbabwe-SA,0,NA,NA,NA
2018-01-16,8,Zimbabwe-SA,2,139,135,143
2018-01-16,9,Zimbabwe-SA,1,1017,1017,1017
2018-01-16,10,Zimbabwe-SA,1,137,137,137
2018-01-16,11,Zimbabwe-SA,2,182.5,144.5,220.5
2018-01-16,12,Zimbabwe-SA,3,127,124.6,259.79999999999995
2018-01-16,13,Zimbabwe-SA,7,337,212,892.8000000000005
2018-01-16,14,Zimbabwe-SA,7,264,79.6,905.8
2018-01-16,15,Zimbabwe-SA,7,700,166.6,914.2
2018-01-16,16,Zimbabwe-SA,1,1457,1457,1457
2018-01-16,17,Zimbabwe-SA,2,283,256.6,309.4
2018-01-16,18,Zimbabwe-SA,4,477,264.1,792.8
2018-01-16,19,Zimbabwe-SA,2,480,288.80000000000007,671.1999999999999
2018-01-16,20,Zimbabwe-SA,0,NA,NA,NA
2018-01-16,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-16,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-16,23,Zimbabwe-SA,0,NA,NA,NA
2018-01-17,0,Zimbabwe-SA,0,NA,NA,NA
2018-01-17,1,Zimbabwe-SA,2,473.5,470.7,476.3
2018-01-17,2,Zimbabwe-SA,1,513,513,513
2018-01-17,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-17,4,Zimbabwe-SA,0,NA,NA,NA
2018-01-17,5,Zimbabwe-SA,2,241,224.2,257.8
2018-01-17,6,Zimbabwe-SA,3,352,137.6,352.8
2018-01-17,7,Zimbabwe-SA,2,998,284.40000000000015,1711.6
2018-01-17,8,Zimbabwe-SA,2,197,121,273
2018-01-17,9,Zimbabwe-SA,1,398,398,398
2018-01-17,10,Zimbabwe-SA,1,217,217,217
2018-01-17,11,Zimbabwe-SA,1,236,236,236
2018-01-17,12,Zimbabwe-SA,1,160,160,160
2018-01-17,13,Zimbabwe-SA,13,277,253,370.2
2018-01-17,14,Zimbabwe-SA,11,204,141,305
2018-01-17,15,Zimbabwe-SA,3,219,127,834.9999999999999
2018-01-17,16,Zimbabwe-SA,1,925,925,925
2018-01-17,17,Zimbabwe-SA,2,2252.5,948.9000000000003,3556.1
2018-01-17,18,Zimbabwe-SA,3,300,240.8,2043.1999999999996
2018-01-17,19,Zimbabwe-SA,0,NA,NA,NA
2018-01-17,20,Zimbabwe-SA,1,1828,1828,1828
2018-01-17,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-17,22,Zimbabwe-SA,0,NA,NA,NA
2018-01-17,23,Zimbabwe-SA,0,NA,NA,NA
2018-01-18,0,Zimbabwe-SA,1,399,399,399
2018-01-18,1,Zimbabwe-SA,2,260,140.8,379.2
2018-01-18,2,Zimbabwe-SA,0,NA,NA,NA
2018-01-18,3,Zimbabwe-SA,0,NA,NA,NA
2018-01-18,4,Zimbabwe-SA,3,264,228.8,268.8
2018-01-18,5,Zimbabwe-SA,0,NA,NA,NA
2018-01-18,6,Zimbabwe-SA,1,110,110,110
2018-01-18,7,Zimbabwe-SA,1,139,139,139
2018-01-18,8,Zimbabwe-SA,5,308,208.2,858.1999999999997
2018-01-18,9,Zimbabwe-SA,5,328,325.2,378
2018-01-18,10,Zimbabwe-SA,4,188,169.8,196.4
2018-01-18,11,Zimbabwe-SA,0,NA,NA,NA
2018-01-18,12,Zimbabwe-SA,1,110,110,110
2018-01-18,13,Zimbabwe-SA,6,324.5,268,374
2018-01-18,14,Zimbabwe-SA,2,287,225.4,348.6
2018-01-18,15,Zimbabwe-SA,13,317,244.8,1022.4000000000004
2018-01-18,16,Zimbabwe-SA,1,74,74,74
2018-01-18,17,Zimbabwe-SA,2,294.5,274.1,314.9
2018-01-18,18,Zimbabwe-SA,1,274,274,274
2018-01-18,19,Zimbabwe-SA,0,NA,NA,NA
2018-01-18,20,Zimbabwe-SA,4,1123.5,818.9,1239.8
2018-01-18,21,Zimbabwe-SA,0,NA,NA,NA
2018-01-18,22,Zimbabwe-SA,2,578.5,578.1,578.9
2018-01-18,23,Zimbabwe-SA,1,342,342,342
2018-01-19,0,Zimbabwe-SA,0,NA,NA,NA
